athlete_number,athlete_relative_age,athlete_gender_marker,athlete_sport,club_division,active_minutes,contributing_seconds,total_distance_m,total_high_intensity_distance_m,total_sprint_distance_m,high_intensity_events,sprint_events,avg_speed_kph,max_speed_kph,acceleration_events,deceleration_events,max_acceleration,max_deceleration,metres_per_minute,percentage_max_speed_kph,session_load
"2,113",18,Male,association_football,DI,120,"7,200","6,441.34",86.12,0,11,0,3.22,23.91,72,37,5.37,5.56,53.68,82,727.98
"2,113",18,Male,association_football,DI,120,"7,200","3,737.43",156.06,0,5,0,1.87,23.75,35,13,4.52,5.55,31.15,81.45,365.49
"2,113",18,Male,association_football,DI,120,"7,200","6,504.99",191.03,9.26,12,2,3.25,25.12,76,50,5.42,6.04,54.21,86.15,726.19
"2,113",18,Male,association_football,DI,95,"5,700","8,084.88",236.98,111.34,26,5,5.11,31.07,44,59,6.22,6.26,85.1,105.36,"1,273.02"
"2,113",18,Male,association_football,DI,90,"5,400","7,638.15",161.66,48.92,23,4,5.09,29.49,63,37,6.19,8.64,84.87,101.1,988.67
"2,113",18,Male,association_football,DI,90,"5,400","4,338.73",9.18,0,2,0,2.89,21.5,45,39,6.01,6.1,48.21,73.74,440.69
"2,113",18,Male,association_football,DI,90,"5,400","4,432.09",74.05,0,2,0,2.95,23.78,41,21,4.79,5.1,49.25,81.55,452.85
"2,113",18,Male,association_football,DI,95,"5,700",894.27,12.84,0,2,0,0.56,21.78,9,4,5.2,7.28,9.41,73.86,125.45
"2,113",18,Male,association_football,DI,120,"7,200","7,653.14",151.22,0,12,0,3.83,23.21,88,63,5.78,5.89,63.78,78.73,851.31
"2,113",18,Male,association_football,DI,95,"5,700","6,348.27",46.45,0,7,0,4.01,22.79,90,58,6.06,6.37,66.82,77.28,790.92
"2,113",18,Male,association_football,DI,120,"7,200","6,605.69",69.83,15.33,7,1,3.3,26.89,76,56,5.14,5.36,55.05,91.2,779.55
"2,113",18,Male,association_football,DI,80,"4,800","4,690.73",25.75,0,2,0,3.52,21.8,52,37,5.62,5.57,58.63,70.17,510.01
"2,113",18,Male,association_football,DI,90,"5,400","4,757.66",52.46,8.9,7,1,3.17,26.59,59,31,8.25,6.33,52.86,85.6,550.1
"2,113",18,Male,association_football,DI,90,"5,400","1,194.56",0,0,0,0,0.8,17.27,1,0,3.85,0,13.27,59.22,104.94
"2,113",18,Male,association_football,DI,120,"7,200","6,097.22",83.95,0,9,0,3.05,22.9,79,46,5.68,5.22,50.81,73.73,793.63
"2,113",18,Male,association_football,DI,91,"5,460","3,486.91",0,0,0,0,2.3,18.39,49,15,5.62,5.46,38.32,62.38,376.52
"2,113",18,Male,association_football,DI,121,"7,260","6,158.97",61.85,0,4,0,3.05,22.76,41,30,4.98,5.25,50.9,77.18,513.65
"2,113",18,Male,association_football,DI,101,"6,060","8,485.50",365.21,86.28,33,5,5.04,29.2,66,59,6.09,6.22,84.01,99.03,"1,084.14"
"2,113",18,Male,association_football,DI,100,"6,000","1,017.24",0,0,0,0,0.61,19.02,8,0,5.27,0,10.17,61.24,106.17
"2,113",18,Male,association_football,DI,100,"6,000",856.93,0,0,0,0,0.51,16.05,7,7,4.25,4.51,8.57,51.65,73.48
"2,113",18,Male,association_football,DI,100,"6,000","9,445.69",169.62,35.58,18,2,5.67,28.99,71,48,7.18,5.33,94.46,93.32,"1,129.42"
"2,113",18,Male,association_football,DI,120,"7,200","7,693.87",191.3,4.81,19,1,3.85,25.16,98,71,5.77,5.96,64.12,85.32,989.86
"2,113",18,Male,association_football,DI,120,"7,200","5,143.76",79.03,0,4,0,2.57,22.46,59,32,5.72,5.73,42.86,72.3,553.32
"2,113",18,Male,association_football,DI,120,"7,200","4,780.08",28.45,0,3,0,2.39,23.29,45,30,5.88,7.82,39.83,74.99,538.4
"2,113",18,Male,association_football,DI,120,"7,200","3,560.06",7.81,0,1,0,1.78,22.29,36,19,5.61,4.59,29.67,71.76,366.76
"2,113",18,Male,association_football,DI,120,"7,200","4,879.81",0,0,0,0,2.44,20.65,62,34,5.69,4.07,40.67,66.46,486.41
"2,113",18,Male,association_football,DI,120,"7,200","6,326.37",69.08,0,7,0,3.16,23.48,70,46,5.9,5.7,52.72,75.59,752.89
"2,113",18,Male,association_football,DI,120,"7,200","1,775.68",13.08,0,1,0,0.89,20.97,15,2,5.08,3.54,14.8,67.5,215.04
"2,113",18,Male,association_football,DI,120,"7,200","7,119.66",168.97,0,14,0,3.56,24.42,70,55,5.38,5.62,59.33,78.62,865.97
"2,113",18,Male,association_football,DI,90,"5,400","4,618.82",38.87,0,7,0,3.08,21.82,72,60,5.77,6.04,51.32,70.24,575.79
"2,113",18,Male,association_football,DI,120,"7,200","8,130.48",210.5,20.15,17,1,4.07,29.73,87,70,5.55,6.18,67.75,95.69,967.71
"2,113",18,Male,association_football,DI,95,"5,700","4,433.80",80.98,0,6,0,2.8,22.62,51,32,6.65,5.1,46.67,72.82,504.39
"2,113",18,Male,association_football,DI,110,"6,600","7,743.01",113.41,21.15,15,3,4.22,26.86,96,46,6,5.84,70.39,86.46,979.67
"2,113",18,Male,association_football,DI,75,"4,500","4,241.34",23.28,0,3,0,3.39,22.11,47,33,5.42,5.55,56.55,71.19,478.33
"2,113",18,Male,association_football,DI,90,"5,400","5,193.33",70.55,6.44,10,1,3.46,25.54,35,25,4.98,7.02,57.7,82.21,567.54
"2,113",18,Male,association_football,DI,90,"5,400","6,202.93",136.77,8.78,15,1,4.14,25.43,74,68,5.31,7.64,68.92,81.87,763.76
"2,113",18,Male,association_football,DI,120,"7,200","4,579.97",25.15,0,3,0,2.29,22.31,54,31,5.03,5.04,38.17,75.67,469.11
"2,113",18,Male,association_football,DI,100,"6,000","7,808.88",305.02,28.97,22,3,4.69,27.21,63,39,5.27,5.29,78.09,92.3,961.13
"2,113",18,Male,association_football,DI,90,"5,400","4,850.17",44.89,0,6,0,3.23,22.04,62,48,6.09,6.16,53.89,70.93,536.49
"2,113",18,Male,association_football,DI,125,"7,500","7,052.97",161.15,5.25,13,1,3.39,26.21,65,32,5.55,6.62,56.42,0,737.56
"2,113",18,Male,association_football,DI,90,"5,400","2,308.17",87.82,0,4,0,1.54,23.78,10,4,5.16,3.94,25.65,90.73,197.7
"2,113",18,Male,association_football,DI,120,"7,200","2,987.24",0,0,0,0,1.49,17.17,20,0,5.15,0,24.89,65.5,264.11
"2,227",20,Female,association_football,DI,120,"7,200","6,491.61",287.07,22.48,16,3,3.25,22.45,29,25,5.49,6.25,54.1,55.15,741.44
"2,227",20,Female,association_football,DI,105,"6,300","5,359.72",8.38,0,2,0,3.06,19.52,51,55,4.91,5.75,51.04,76.85,766.29
"2,227",20,Female,association_football,DI,110,"6,600","2,756.57",33,0,2,0,1.5,22.37,28,30,4.66,4.87,25.06,54.95,333.37
"2,227",20,Female,association_football,DI,90,"5,400",100.87,0,0,0,0,0.067,6.51,0,0,0,0,1.12,15.98,6.47
"2,227",20,Female,association_football,DI,110,"6,600",723.16,0,0,0,0,0.39,17.27,4,0,3.86,0,6.57,42.42,76.25
"2,227",20,Female,association_football,DI,90,"5,400","3,668.85",39.81,0,2,0,2.45,22.1,34,21,4.64,5.06,40.77,54.29,475.91
"2,227",20,Female,association_football,DI,100,"6,000","5,422.53",53.44,6.12,6,1,3.25,22.8,28,38,5.64,4.88,54.23,89.74,669.02
"2,227",20,Female,association_football,DI,116,"6,960","5,364.42",85.76,15.62,10,1,2.77,24.07,29,46,5.09,6.3,46.25,59.13,798.08
"2,227",20,Female,association_football,DI,99,"5,940","3,911.98",27,0,3,0,2.37,21.83,33,21,4.7,4.81,39.51,54.39,394.24
"2,227",20,Female,association_football,DI,91,"5,460","2,012.69",63.98,8.11,5,1,1.33,23.44,11,11,3.97,7.96,22.12,57.57,400.37
"2,227",20,Female,association_football,DI,80,"4,800","3,484.37",16.51,0,2,0,2.61,20.38,37,22,4.53,5.26,43.55,50.07,420.48
"2,227",20,Female,association_football,DI,60,"3,600","1,869.61",0,0,0,0,1.87,19.29,13,6,8.15,5.5,31.16,47.39,201.54
"2,227",20,Female,association_football,DI,90,"5,400",824.75,8.49,0,1,0,0.55,19.16,8,7,3.47,5.19,9.16,47.08,116.17
"2,227",20,Female,association_football,DI,123,"7,380","8,095.30",55.74,0,8,0,3.95,20.82,32,42,4.83,6.34,65.82,0,"1,255.10"
"2,227",20,Female,association_football,DI,105,"6,300","3,482.31",13.32,7.67,3,1,1.99,22.31,32,22,5.47,7.1,33.16,107.12,447.83
"2,227",20,Female,association_football,DI,75,"4,500",801.68,0,0,0,0,0.64,13.02,3,2,3.64,3.45,10.69,58.35,80.09
"2,227",20,Female,association_football,DI,78,"4,680","4,588.82",91.82,25.93,8,2,3.53,23.32,28,39,5.39,5,58.83,104.55,726.06
"2,227",20,Female,association_football,DI,100,"6,000","2,001.41",0,0,0,0,1.2,18.86,18,9,5.48,4.95,20.01,46.32,296.28
"2,227",20,Female,association_football,DI,110,"6,600","4,832.57",139.65,107.7,17,3,2.64,25.4,40,33,5.33,8.01,43.93,108.92,604.28
"2,227",20,Female,association_football,DI,105,"6,300","3,272.90",38.56,0,6,0,1.87,21.29,28,21,4.7,5.84,31.17,83.81,409.85
"2,227",20,Female,association_football,DI,120,"7,200","6,774.86",31.36,0,4,0,3.39,20.83,32,34,5.09,4.83,56.46,81.99,968.07
"2,227",20,Female,association_football,DI,90,"5,400","2,763.17",51.03,0,5,0,1.84,21.83,9,20,4.38,5.93,30.7,53.63,448.06
"2,227",20,Female,association_football,DI,104,"6,240","2,318.14",30.83,15.74,6,1,1.34,23.84,9,23,4.5,6.23,22.29,58.56,355.05
"2,227",20,Female,association_football,DI,100,"6,000","3,852.53",23.19,0,2,0,2.31,21.28,23,31,5.31,8.31,38.53,52.29,441.55
"2,227",20,Female,association_football,DI,77,"4,620","3,471.07",58.84,8.4,7,2,2.7,22.7,31,14,4.2,4.71,45.08,89.36,378.83
"2,227",20,Female,association_football,DI,100,"6,000","2,545.63",93.72,0,10,0,1.53,21.75,12,19,4.26,5.75,25.46,53.43,377.36
"2,227",20,Female,association_football,DI,110,"6,600","5,475.45",54.15,0,6,0,2.99,22.49,54,35,4.54,5.67,49.78,55.24,712.83
"2,227",20,Female,association_football,DI,110,"6,600","2,954.99",7.07,0,1,0,1.61,22.37,20,9,4.95,4.82,26.86,54.96,355.91
"2,227",20,Female,association_football,DI,90,"5,400","3,375.33",22.29,0,2,0,2.25,21.64,22,14,4.7,5.02,37.5,53.16,417
"2,227",20,Female,association_football,DI,90,"5,400",179.97,0,0,0,0,0.12,7.48,0,0,0,0,2,18.37,9.94
"2,227",20,Female,association_football,DI,90,"5,400","1,880.27",41.37,6.02,5,1,1.25,22.07,6,12,3.97,6.02,20.89,54.21,257.64
"2,227",20,Female,association_football,DI,110,"6,600","4,495.18",60.99,19.04,9,1,2.45,24.34,33,20,4.4,5.9,40.87,59.81,628.2
"2,227",20,Female,association_football,DI,90,"5,400",221.44,0,0,0,0,0.15,13.08,0,0,0,0,2.46,32.14,25.16
"2,227",20,Female,association_football,DI,70,"4,200","4,141.19",69.68,44.25,7,2,3.55,24.53,30,37,5.11,5.6,59.16,60.26,501.91
"2,227",20,Female,association_football,DI,90,"5,400","2,030.76",61.57,0,7,0,1.35,20.61,6,14,3.87,5.32,22.56,50.63,249.37
"2,227",20,Female,association_football,DI,90,"5,400","3,766.15",60.58,0,5,0,2.51,20.89,41,41,4.33,5.06,41.85,51.31,449.53
"2,227",20,Female,association_football,DI,90,"5,400","4,191.37",9.63,0,1,0,2.79,21,43,64,4.51,5.45,46.57,51.6,629.99
"2,227",20,Female,association_football,DI,90,"5,400","4,756.44",79.87,17.99,9,1,3.17,25.08,24,29,4.83,5.33,52.85,61.63,670.2
"2,227",20,Female,association_football,DI,90,"5,400","1,620.78",0,0,0,0,1.08,17.77,8,15,4.38,7.12,18.01,43.65,229.43
"2,227",20,Female,association_football,DI,90,"5,400","4,319.95",0,0,0,0,2.88,18.91,46,52,4.32,5.89,48,46.45,629.27
"2,227",20,Female,association_football,DI,90,"5,400","3,292.26",17.51,0,3,0,2.19,19.94,24,21,4.28,6.18,36.58,48.98,391.25
"2,227",20,Female,association_football,DI,90,"5,400","2,739.51",45.39,0,4,0,1.83,21.51,7,25,3.62,6.7,30.44,52.83,418.34
"2,227",20,Female,association_football,DI,90,"5,400","4,240.76",9.17,0,1,0,2.83,20.62,22,43,4.24,5.96,47.12,50.65,551.83
"2,227",20,Female,association_football,DI,90,"5,400","4,069.35",58.29,5.22,5,1,2.71,23.03,30,27,4.49,6.3,45.21,56.58,511.13
"2,227",20,Female,association_football,DI,90,"5,400","4,201.53",41.7,0,5,0,2.8,21.39,37,34,4.8,5.53,46.68,52.56,561.16
"2,227",20,Female,association_football,DI,90,"5,400","1,270.23",6.97,0,2,0,0.85,19.13,9,13,4.47,5.69,14.11,46.99,207.87
"2,227",20,Female,association_football,DI,76,"4,560","2,537.47",3.88,0,1,0,2,20.55,17,10,7.07,9.33,33.39,50.49,261.9
"2,227",20,Female,association_football,DI,90,"5,400","4,249.06",0,0,0,0,2.83,18.7,22,29,4.26,4.61,47.21,45.94,559.03
"2,227",20,Female,association_football,DI,90,"5,400","2,783.73",3.27,0,1,0,1.86,19.15,19,25,4.53,5.72,30.93,47.04,309.84
"2,286",18,Male,association_football,DI,120,"7,200","9,340.19",192.04,78.3,25,6,4.67,29.16,118,84,6.4,7.1,77.83,99.17,"1,563.80"
"2,286",18,Male,association_football,DI,120,"7,200","6,920",76.91,23.44,8,2,3.46,26.82,58,39,5.62,5.88,57.67,91.21,"1,048.41"
"2,286",18,Male,association_football,DI,90,"5,400","1,360.14",16.3,0,1,0,0.91,22.43,8,3,4.28,3.25,15.11,76.33,150.44
"2,286",18,Male,association_football,DI,100,"6,000",979.41,0,0,0,0,0.59,16.81,5,12,4.8,4.53,9.79,57.19,111.39
"2,286",18,Male,association_football,DI,120,"7,200","5,589.76",47.66,0,7,0,2.79,21.53,82,60,6.23,6.21,46.58,73.23,703.25
"2,286",18,Male,association_football,DI,120,"7,200","7,375.98",124.88,18.43,14,2,3.69,25.75,104,90,5.92,6.45,61.47,87.59,"1,108.65"
"2,286",18,Male,association_football,DI,95,"5,700","7,124.08",205.48,15.81,26,2,4.5,25.32,116,100,6.39,6.46,74.99,86.14,"1,178.11"
"2,286",18,Male,association_football,DI,121,"7,260","4,683.46",73.82,32.25,6,2,2.32,26.59,55,37,5.74,6.01,38.71,90.43,567.08
"2,286",18,Male,association_football,DI,101,"6,060","1,418.50",0,0,0,0,0.84,20.01,12,6,5.73,4.25,14.04,68.06,168.23
"2,286",18,Male,association_football,DI,100,"6,000","3,336.18",114.25,0,12,0,2,23.98,26,22,5.68,6.02,33.36,81.57,534.3
"2,286",18,Male,association_football,DI,100,"6,000","7,095.89",235.93,9.65,23,1,4.26,26.28,72,63,6.76,7.36,70.96,89.37,"1,059.64"
"2,286",18,Male,association_football,DI,60,"3,600","7,356.70",275.02,0,26,0,7.36,24.35,61,75,5.88,6.24,122.61,82.84,"1,358.32"
"2,286",18,Male,association_football,DI,120,"7,200","8,152.97",296.37,13.47,28,2,4.08,27.08,92,72,5.93,5.92,67.94,92.1,"1,219.78"
"2,286",18,Male,association_football,DI,120,"7,200","5,745.61",102.51,52.48,14,4,2.87,26.77,55,43,5.8,6.73,47.88,91.04,789.7
"2,286",18,Male,association_football,DI,120,"7,200","6,264.04",21.08,0,5,0,3.13,20.79,93,52,5.95,6.16,52.2,70.71,849.96
"2,286",18,Male,association_football,DI,120,"7,200","4,917.04",85.26,13.83,12,1,2.46,28,51,47,6.32,6.59,40.98,95.24,643.73
"2,286",18,Male,association_football,DI,120,"7,200","1,503.49",23.7,0,1,0,0.75,24.45,22,9,4.82,3.47,12.53,83.15,213.8
"2,286",18,Male,association_football,DI,90,"5,400","5,203.91",27.48,0,3,0,3.47,22.35,90,71,6.45,7.16,57.82,76.03,745.02
"2,286",18,Male,association_football,DI,95,"5,700","4,870.51",68.96,79.2,8,3,3.08,29.24,77,52,5.51,7.01,51.27,99.45,679.03
"2,286",18,Male,association_football,DI,110,"6,600","8,759.91",92.93,0,12,0,4.78,24.69,91,69,6.22,6.41,79.64,83.97,"1,425.64"
"2,286",18,Male,association_football,DI,75,"4,500","4,724.27",58.05,0,8,0,3.78,23,43,42,6.62,6.88,62.99,78.23,665.1
"2,286",18,Male,association_football,DI,120,"7,200","8,551.54",192.73,69,19,5,4.28,29.4,99,105,5.57,8.56,71.26,100.03,"1,273.53"
"2,286",18,Male,association_football,DI,95,"5,700","1,494.25",158.91,167.9,18,8,0.94,29.39,8,12,6.4,6.54,15.73,99.97,264.35
"2,286",18,Male,association_football,DI,90,"5,400","5,113.54",98.57,29.87,8,1,3.41,26.47,72,45,5.66,6.53,56.82,96.38,657.92
"2,286",18,Male,association_football,DI,90,"5,400","4,792.14",25.47,0,2,0,3.19,23.89,66,42,5.69,7.19,53.25,86.98,697.93
"2,286",18,Male,association_football,DI,90,"5,400",973.03,0,0,0,0,0.65,18.06,8,7,4.63,4.42,10.81,61.43,111.4
"2,286",18,Male,association_football,DI,95,"5,700","1,146.53",119.48,22.88,10,2,0.72,27.38,10,10,5.35,5.73,12.07,93.14,251.84
"2,286",18,Male,association_football,DI,120,"7,200","8,676.69",215.45,106.23,24,4,4.34,27.91,72,70,5.95,5.98,72.31,94.96,"1,358.05"
"2,286",18,Male,association_football,DI,120,"7,200","5,605.33",107.61,80.08,10,3,2.8,27.81,71,47,5.35,5.91,46.71,94.61,830.23
"2,286",18,Male,association_football,DI,120,"7,200","7,691.21",93.09,0,12,0,3.85,23.92,88,58,5.37,6.11,64.09,87.1,"1,046.93"
"2,286",18,Male,association_football,DI,120,"7,200","6,360.79",111.69,0,15,0,3.18,22.49,77,61,6.35,7.24,53.01,81.89,890.17
"2,286",18,Male,association_football,DI,120,"7,200","5,910.53",123.09,19.85,15,1,2.96,27.16,82,56,5.84,7.09,49.25,98.87,739.59
"2,286",18,Male,association_football,DI,120,"7,200","6,647.91",168.81,0,17,0,3.32,24.96,103,74,6.17,7.36,55.4,90.88,969.54
"2,286",18,Male,association_football,DI,120,"7,200","6,406.01",68.88,0,7,0,3.2,22.6,49,31,5.91,5.23,53.38,82.29,890.03
"2,286",18,Male,association_football,DI,195,"11,700","8,778.68",153.67,11.22,17,2,2.7,25.61,55,47,5.84,8.15,45.02,93.25,"1,149.68"
"2,286",18,Male,association_football,DI,120,"7,200","5,227.01",121.79,0,6,0,2.61,24.93,82,44,5.67,6.06,43.56,90.75,732.39
"2,286",18,Male,association_football,DI,120,"7,200","9,055.79",392.89,20.04,36,1,4.53,27.15,102,88,6.58,7.24,75.46,98.85,"1,327.67"
"2,286",18,Male,association_football,DI,120,"7,200","6,076.80",287.59,38.48,28,3,3.04,26.84,96,47,6.52,7.15,50.64,97.7,857.08
"2,286",18,Male,association_football,DI,90,"5,400","2,628.31",79.93,48.33,6,2,1.75,26.8,26,7,6.27,3.38,29.2,97.58,349.58
"2,286",18,Male,association_football,DI,125,"7,500","8,180.27",228.65,71.29,27,4,3.93,27.47,97,86,8.77,8.05,65.44,0,"1,175.59"
"2,286",18,Male,association_football,DI,91,"5,460","3,283.91",21.97,0,1,0,2.17,23.88,57,24,5.66,5.29,36.09,81.22,434.18
"2,331",18,Male,association_football,DI,101,"6,060","5,328.31",0,0,0,0,3.17,17.95,27,8,5.56,7.21,52.76,69.63,367.6
"2,331",18,Male,association_football,DI,121,"7,260","3,568",0,0,0,0,1.77,18.84,57,20,7.14,7.77,29.49,73.09,332.95
"2,331",18,Male,association_football,DI,91,"5,460","2,193.94",0,0,0,0,1.45,16.88,47,21,7.73,6.59,24.11,65.48,222.95
"2,331",18,Male,association_football,DI,120,"7,200","3,824.28",0,0,0,0,1.91,19,74,42,6.52,6.71,31.87,73.68,363.46
"2,331",18,Male,association_football,DI,100,"6,000","4,191.99",0,0,0,0,2.52,18.99,9,8,6.61,4.62,41.92,73.66,319.68
"2,331",18,Male,association_football,DI,120,"7,200","2,926.30",4.93,0,1,0,1.46,20.15,43,14,6.36,6.29,24.39,78.15,276.98
"2,331",18,Male,association_football,DI,120,"7,200","4,384.92",0,0,0,0,2.19,18.42,50,29,5.89,7.08,36.54,71.46,370.41
"2,331",18,Male,association_football,DI,95,"5,700","2,763.61",0,0,0,0,1.75,18.84,40,21,6.86,7.63,29.09,73.08,262.78
"2,331",18,Male,association_football,DI,95,"5,700",851.71,0,0,0,0,0.54,14.47,4,5,4.84,5.57,8.97,56.14,61.27
"2,331",18,Male,association_football,DI,90,"5,400","4,441.34",23.27,0,2,0,2.96,22.6,61,25,7.3,7.32,49.35,87.68,401.67
"2,331",18,Male,association_football,DI,90,"5,400","3,611.40",0,0,0,0,2.41,18.42,43,33,6.12,7.83,40.13,71.45,298.69
"2,331",18,Male,association_football,DI,90,"5,400","4,862.67",0,0,0,0,3.24,17.14,13,6,4.55,3.46,54.03,66.47,288.74
"2,331",18,Male,association_football,DI,95,"5,700","3,847.84",8.36,0,1,0,2.43,20.65,19,11,4.97,6,40.5,80.11,325.52
"2,331",18,Male,association_football,DI,120,"7,200","3,732.53",7.8,0,1,0,1.87,21.14,76,25,7.27,5.88,31.1,81.98,339.28
"2,331",18,Male,association_football,DI,120,"7,200","3,840.75",0,0,0,0,1.92,16.65,71,21,7.3,6.35,32.01,64.6,414.45
"2,331",18,Male,association_football,DI,120,"7,200","5,263.39",3.53,0,1,0,2.63,19.86,35,15,6.41,6.2,43.86,77.03,407.1
"2,331",18,Male,association_football,DI,195,"11,700","5,572.67",0,0,0,0,1.71,18.71,49,19,7.64,4.76,28.58,72.56,398.89
"2,331",18,Male,association_football,DI,120,"7,200","4,299.80",92.78,16.64,6,2,2.15,25.78,50,20,6.78,4.67,35.83,101.79,436.52
"2,331",18,Male,association_football,DI,75,"4,500","3,357.80",0,0,0,0,2.69,19.58,40,15,7.08,5.83,44.77,75.96,301.75
"2,331",18,Male,association_football,DI,110,"6,600","4,337.04",0,0,0,0,2.37,19.49,59,26,7.11,6.89,39.43,75.6,407.7
"2,331",18,Male,association_football,DI,95,"5,700","2,823.90",29.64,0,1,0,1.78,23.21,42,19,7.66,7.08,29.73,90.03,273.99
"2,331",18,Male,association_football,DI,120,"7,200","5,006.38",3.72,0,1,0,2.5,21.27,70,24,6.21,6.94,41.72,82.5,436.02
"2,331",18,Male,association_football,DI,100,"6,000","5,355.09",5.67,0,1,0,3.21,20.71,35,19,6.52,5.69,53.55,80.32,353.48
"2,331",18,Male,association_football,DI,90,"5,400","3,224.21",0,0,0,0,2.15,15.81,61,18,7.16,8.09,35.82,61.33,301.75
"2,331",18,Male,association_football,DI,120,"7,200","1,017.94",0,0,0,0,0.51,11.78,11,1,6.29,3.35,8.48,45.68,102.8
